index,point_timestamp,point_value
0,2023-05-01,462.0979735253416
1,2023-06-01,493.13615935306825
2,2023-07-01,575.7173448898794
3,2023-08-01,610.2778552255002
4,2023-09-01,593.4093356073183
5,2023-10-01,605.0951096750891
6,2023-11-01,544.924608162001
7,2023-12-01,527.5490476188162
8,2024-01-01,518.4534738972512
9,2024-02-01,542.7989257767412
10,2024-03-01,534.0047028769994
11,2024-04-01,599.7277685430713
12,2024-05-01,705.5613716146387
13,2024-06-01,754.2177081568937
14,2024-07-01,776.7602501228052
15,2024-08-01,839.6730656204792
16,2024-09-01,838.5999137537101
17,2024-10-01,845.3817398749335
18,2024-11-01,813.86390333467
19,2024-12-01,782.6242719457215
20,2025-01-01,742.3032603200195
21,2025-02-01,769.2356833107658
22,2025-03-01,765.7433584440878
23,2025-04-01,846.1127418196847
