index,point_timestamp,point_value
0,2023-04-15,44.1803786564992
1,2023-04-16,51.20035729689624
2,2023-04-17,59.559257099527535
3,2023-04-18,57.91902149043453
4,2023-04-19,43.30626468180559
5,2023-04-20,39.499469312806
6,2023-04-21,47.71742277149632
7,2023-04-22,39.73990131819326
8,2023-04-23,61.13397679598948
9,2023-04-24,67.4019854202694
10,2023-04-25,50.63652119667046
11,2023-04-26,51.540964718514566
12,2023-04-27,41.39203923141434
13,2023-04-28,52.622143724033904
14,2023-04-29,55.43086956100767
15,2023-04-30,59.851805986881786
16,2023-05-01,64.88994048791
17,2023-05-02,47.979780368259455
18,2023-05-03,46.09824435831543
19,2023-05-04,46.44951061786942
20,2023-05-05,45.78664715660939
21,2023-05-06,58.98575667474281
22,2023-05-07,65.5469437570202
23,2023-05-08,69.78884067367828
24,2023-05-09,62.351534096107166
25,2023-05-10,56.36162761202787
26,2023-05-11,44.6334060494984
27,2023-05-12,54.225726444885886
28,2023-05-13,65.74548637769256
29,2023-05-14,73.96191212413271
30,2023-05-15,77.1012972165327
31,2023-05-16,67.7539202859458
32,2023-05-17,57.42977583718805
33,2023-05-18,53.08976654830329
34,2023-05-19,47.93387150207421
35,2023-05-20,62.53566836765611
36,2023-05-21,78.93920930820273
37,2023-05-22,70.7205934633136
38,2023-05-23,65.46898089679871
39,2023-05-24,58.61947682273943
40,2023-05-25,58.088305916039175
41,2023-05-26,57.5079364640558
42,2023-05-27,59.14132325820232
43,2023-05-28,75.62583765977551
44,2023-05-29,67.8205795768508
45,2023-05-30,68.4015882057979
46,2023-05-31,65.25386462486497
47,2023-06-01,44.66982103944154
48,2023-06-02,63.79723011777567
49,2023-06-03,68.68199769347575
50,2023-06-04,81.775076706798
51,2023-06-05,74.25727693438334
52,2023-06-06,76.562739485667
53,2023-06-07,71.90630766825873
54,2023-06-08,49.57748968172957
55,2023-06-09,54.75836263517872
56,2023-06-10,64.42079084329096
57,2023-06-11,72.2121328248394
58,2023-06-12,79.16507793060373
59,2023-06-13,78.69794256753705
60,2023-06-14,68.01686041023831
61,2023-06-15,60.38266835082787
62,2023-06-16,59.88462953195506
63,2023-06-17,65.95281412335846
64,2023-06-18,75.00924313867807
65,2023-06-19,83.13538098048639
66,2023-06-20,80.40933355565926
67,2023-06-21,65.32882147590003
68,2023-06-22,63.67617280120327
69,2023-06-23,77.10370453924595
70,2023-06-24,72.80938982088419
71,2023-06-25,84.6248610872205
72,2023-06-26,81.85465081154814
73,2023-06-27,72.32910866569972
74,2023-06-28,66.4440832854686
75,2023-06-29,69.16794758470003
76,2023-06-30,65.00900529742152
77,2023-07-01,64.14695995778489
78,2023-07-02,83.47485587749588
79,2023-07-03,87.22566070364859
80,2023-07-04,68.84214727991838
81,2023-07-05,65.30556970710848
82,2023-07-06,67.99596475435136
83,2023-07-07,62.16357231734482
84,2023-07-08,74.91520613989456
85,2023-07-09,83.25536518518578
86,2023-07-10,84.97844843231533
87,2023-07-11,71.86693661588433
88,2023-07-12,62.40929256249583
89,2023-07-13,56.53896282664464
90,2023-07-14,64.70870885579824
91,2023-07-15,81.37459515644021
92,2023-07-16,83.85651341275478
93,2023-07-17,86.85703231571225
94,2023-07-18,79.64722360932376
95,2023-07-19,66.65693231629331
