index,point_timestamp,point_value
0,2023-04-23,114.39161370481538
1,2023-04-30,112.60098910959024
2,2023-05-07,122.5138953041825
3,2023-05-14,146.30399337281557
4,2023-05-21,144.32019005423638
5,2023-05-28,147.14731534612233
6,2023-06-04,144.8291866149475
7,2023-06-11,168.1717481604013
8,2023-06-18,154.1492541959269
9,2023-06-25,153.4548018033581
10,2023-07-02,148.10737404521203
11,2023-07-09,190.42435602893067
12,2023-07-16,179.85972851192585
13,2023-07-23,178.78200288857482
14,2023-07-30,176.0312696396822
15,2023-08-06,168.59104204380833
16,2023-08-13,177.33555764849595
17,2023-08-20,173.29337156226924
18,2023-08-27,153.3379910570275
19,2023-09-03,163.54105886003362
20,2023-09-10,176.41158055101818
21,2023-09-17,167.43921424503196
22,2023-09-24,162.92779478151715
23,2023-10-01,161.09312880259722
24,2023-10-08,160.6955248097556
25,2023-10-15,178.0817629271636
26,2023-10-22,174.2174764364189
27,2023-10-29,175.7126175365087
28,2023-11-05,164.8471511676389
29,2023-11-12,154.63070306884558
30,2023-11-19,155.50144860682593
31,2023-11-26,152.6552016043367
32,2023-12-03,150.818933786198
33,2023-12-10,131.7350439913287
34,2023-12-17,126.07946678892591
35,2023-12-24,158.2121993582835
36,2023-12-31,137.37341463858013
37,2024-01-07,153.3667698804937
38,2024-01-14,129.2836420749791
39,2024-01-21,148.44519494913976
40,2024-01-28,154.20611144978017
41,2024-02-04,136.0068713062608
42,2024-02-11,153.70177157393215
43,2024-02-18,149.54675828236398
44,2024-02-25,162.75158268628155
45,2024-03-03,156.99752077291222
46,2024-03-10,160.12455658599393
47,2024-03-17,156.69144883149096
48,2024-03-24,187.49276684768537
49,2024-03-31,180.72936318958995
50,2024-04-07,170.4440352847306
51,2024-04-14,197.22224128733927
52,2024-04-21,199.43756251762497
53,2024-04-28,194.60084070893816
54,2024-05-05,198.8654392693716
55,2024-05-12,211.58832612116555
56,2024-05-19,208.07030184923204
57,2024-05-26,210.802308831426
58,2024-06-02,217.49100242348308
59,2024-06-09,223.09226488163475
60,2024-06-16,250.95549950344852
61,2024-06-23,220.53168774512795
62,2024-06-30,227.4816990816084
63,2024-07-07,217.1941915852392
64,2024-07-14,228.7061083092091
65,2024-07-21,237.115755089334
66,2024-07-28,247.95383949034152
67,2024-08-04,234.6195256105389
68,2024-08-11,235.92530227419485
69,2024-08-18,240.25916486705356
70,2024-08-25,219.9688190601812
71,2024-09-01,246.0536236797357
72,2024-09-08,229.35416655955487
73,2024-09-15,229.06944620573933
74,2024-09-22,233.7259671166679
75,2024-09-29,231.13715758860707
76,2024-10-06,228.87159908055636
77,2024-10-13,206.86254998120748
78,2024-10-20,218.60133164440484
79,2024-10-27,219.480598013087
80,2024-11-03,209.38024500514507
81,2024-11-10,221.68762942565655
82,2024-11-17,232.3089766924118
83,2024-11-24,198.24340913412044
84,2024-12-01,218.10844688819097
85,2024-12-08,207.76797454690893
86,2024-12-15,206.16333413917613
87,2024-12-22,205.6552156662856
88,2024-12-29,208.23621610444707
89,2025-01-05,204.7048065388408
90,2025-01-12,204.55638572960643
91,2025-01-19,225.6844042050712
92,2025-01-26,216.34777952959288
93,2025-02-02,221.93147524772536
94,2025-02-09,216.2615480782976
95,2025-02-16,220.8726090187224
96,2025-02-23,212.36654735571773
97,2025-03-02,208.42926781064943
98,2025-03-09,223.6345105188552
99,2025-03-16,248.6307029908268
100,2025-03-23,248.3522507403603
101,2025-03-30,242.50527297272805
102,2025-04-06,245.69576754108343
103,2025-04-13,243.82500286047036
